trial_type,trial_index,time_elapsed,internal_node_id,rt,responses,partNum,view_history,key_press,images,key_choice,image_i_chosen,feedback_correct,phase,correct_stim,correct,score
pavlovia,0,5,0.0-0.0,,,,,,,,,,,,,
survey-text,1,94144,0.0-1.0,94138,{"Q0":"9"},"717",,,,,,,,,,
instructions,2,127741,0.0-2.0-0.0,33595,,,"[{""page_index"":0,""viewing_time"":15216},{""page_index"":1,""viewing_time"":8673},{""page_index"":2,""viewing_time"":7402},{""page_index"":3,""viewing_time"":2303}]",,,,,,,,,
two-choice,3,1,0.0-3.3-0.,524.83252893353,,,,,,,1,0,trial,,0,0
two-choice,4,1,0.0-3.4-0.,685.4225082418,,,,,,,0,1,trial,,1,1
two-choice,5,1,0.0-3.5-0.,510.197175464441,,,,,,,0,0,trial,,0,1
two-choice,6,1,0.0-3.6-0.,795.474612766725,,,,,,,0,0,trial,,0,1
two-choice,7,1,0.0-3.7-0.,1735.24118768319,,,,,,,1,1,trial,,1,2
two-choice,8,1,0.0-3.8-0.,540.292511419352,,,,,,,1,1,trial,,1,3
two-choice,9,1,0.0-3.9-0.,490.19593634705,,,,,,,1,0,trial,,0,3
two-choice,10,1,0.0-3.10-0.,480.139882588105,,,,,,,1,0,trial,,0,3
two-choice,11,1,0.0-3.11-0.,2165.1739891139,,,,,,,0,1,trial,,1,4
two-choice,12,1,0.0-3.12-0.,830.572432391023,,,,,,,0,1,trial,,1,5
two-choice,13,1,0.0-3.13-0.,575.239607989602,,,,,,,0,0,trial,,0,5
two-choice,14,1,0.0-3.14-0.,644.813876955595,,,,,,,0,1,trial,,1,6
two-choice,15,1,0.0-3.15-0.,500.658145258626,,,,,,,0,1,trial,,1,7
two-choice,16,1,0.0-3.16-0.,459.89154461779,,,,,,,0,0,trial,,0,7
two-choice,17,1,0.0-3.17-0.,980.214700642705,,,,,,,0,1,trial,,1,8
two-choice,18,1,0.0-3.18-0.,469.784918926621,,,,,,,0,1,trial,,1,9
two-choice,19,1,0.0-3.19-0.,500.400539269776,,,,,,,0,0,trial,,0,9
two-choice,20,1,0.0-3.20-0.,524.653907621996,,,,,,,0,0,trial,,0,9
two-choice,21,1,0.0-3.21-0.,1510.38521696694,,,,,,,1,1,trial,,1,10
two-choice,22,1,0.0-3.22-0.,404.835963680057,,,,,,,1,0,trial,,0,10
two-choice,23,1,0.0-3.23-0.,425.153141506826,,,,,,,1,0,trial,,0,10
two-choice,24,1,0.0-3.24-0.,569.794737663983,,,,,,,1,1,trial,,1,11
two-choice,25,1,0.0-3.25-0.,500.34691664473,,,,,,,1,0,trial,,0,11
two-choice,26,1,0.0-3.26-0.,820.6261600875,,,,,,,1,1,trial,,1,12
two-choice,27,1,0.0-3.27-0.,845.569376263711,,,,,,,1,0,trial,,0,12
two-choice,28,1,0.0-3.28-0.,535.244013740453,,,,,,,1,1,trial,,1,13
two-choice,29,1,0.0-3.29-0.,585.137330078737,,,,,,,1,1,trial,,1,14
two-choice,30,1,0.0-3.30-0.,525.004266259543,,,,,,,1,1,trial,,1,15
two-choice,31,1,0.0-3.31-0.,475.592104285852,,,,,,,1,1,trial,,1,16
two-choice,32,1,0.0-3.32-0.,585.196025114215,,,,,,,1,0,trial,,0,16
