trial_type,trial_index,time_elapsed,internal_node_id,rt,responses,partNum,view_history,key_press,images,key_choice,image_i_chosen,feedback_correct,phase,correct_stim,correct,score
pavlovia,0,5,0.0-0.0,,,,,,,,,,,,,
survey-text,1,94144,0.0-1.0,94138,{"Q0":"35"},"720",,,,,,,,,,
instructions,2,127741,0.0-2.0-0.0,33595,,,"[{""page_index"":0,""viewing_time"":15216},{""page_index"":1,""viewing_time"":8673},{""page_index"":2,""viewing_time"":7402},{""page_index"":3,""viewing_time"":2303}]",,,,,,,,,
two-choice,3,1,0.0-3.3-0.,756.414490266252,,,,,,,0,0,trial,,0,0
two-choice,4,1,0.0-3.4-0.,4153.15476582145,,,,,,,1,1,trial,,1,1
two-choice,5,1,0.0-3.5-0.,3841.49829113994,,,,,,,1,0,trial,,0,1
two-choice,6,1,0.0-3.6-0.,647.162434412166,,,,,,,1,1,trial,,1,2
two-choice,7,1,0.0-3.7-0.,800.734982041831,,,,,,,1,0,trial,,0,2
two-choice,8,1,0.0-3.8-0.,721.354023595268,,,,,,,1,0,trial,,0,2
two-choice,9,1,0.0-3.9-0.,511.194379023436,,,,,,,0,1,trial,,1,3
two-choice,10,1,0.0-3.10-0.,395.77068366998,,,,,,,0,1,trial,,1,4
two-choice,11,1,0.0-3.11-0.,400.913263787515,,,,,,,0,0,trial,,0,4
two-choice,12,1,0.0-3.12-0.,355.396479160845,,,,,,,0,0,trial,,0,4
two-choice,13,1,0.0-3.13-0.,711.9669131298,,,,,,,0,1,trial,,1,5
two-choice,14,1,0.0-3.14-0.,400.557364398992,,,,,,,0,0,trial,,0,5
two-choice,15,1,0.0-3.15-0.,447.085700210664,,,,,,,0,0,trial,,0,5
two-choice,16,1,0.0-3.16-0.,541.563856319044,,,,,,,1,0,trial,,0,5
two-choice,17,1,0.0-3.17-0.,455.866664815403,,,,,,,1,1,trial,,1,6
two-choice,18,1,0.0-3.18-0.,346.295537159676,,,,,,,1,0,trial,,0,6
two-choice,19,1,0.0-3.19-0.,475.575763101006,,,,,,,1,0,trial,,0,6
two-choice,20,1,0.0-3.20-0.,447.218521016111,,,,,,,0,0,trial,,0,6
two-choice,21,1,0.0-3.21-0.,386.000807791788,,,,,,,0,0,trial,,0,6
two-choice,22,1,0.0-3.22-0.,361.217350984589,,,,,,,0,0,trial,,0,6
two-choice,23,1,0.0-3.23-0.,486.679280618773,,,,,,,0,1,trial,,1,7
two-choice,24,1,0.0-3.24-0.,510.888589304159,,,,,,,0,1,trial,,1,8
two-choice,25,1,0.0-3.25-0.,517.364509194522,,,,,,,0,0,trial,,0,8
two-choice,26,1,0.0-3.26-0.,251.338622420008,,,,,,,1,1,trial,,1,9
two-choice,27,1,0.0-3.27-0.,365.860343752502,,,,,,,1,0,trial,,0,9
two-choice,28,1,0.0-3.28-0.,350.702471130717,,,,,,,1,1,trial,,1,10
two-choice,29,1,0.0-3.29-0.,485.275304325114,,,,,,,1,1,trial,,1,11
two-choice,30,1,0.0-3.30-0.,366.365062815021,,,,,,,1,0,trial,,0,11
two-choice,31,1,0.0-3.31-0.,341.2658547295,,,,,,,1,0,trial,,0,11
two-choice,32,1,0.0-3.32-0.,375.51822754358,,,,,,,1,0,trial,,0,11
two-choice,33,1,0.0-3.33-0.,205.368435861601,,,,,,,0,0,trial,,0,11
two-choice,34,1,0.0-3.34-0.,355.919913883554,,,,,,,0,1,trial,,1,12
two-choice,35,1,0.0-3.35-0.,401.361835873104,,,,,,,0,1,trial,,1,13
