trial_type,trial_index,time_elapsed,internal_node_id,rt,responses,partNum,view_history,key_press,images,key_choice,image_i_chosen,feedback_correct,phase,correct_stim,correct,score
pavlovia,0,5,0.0-0.0,,,,,,,,,,,,,
survey-text,1,94144,0.0-1.0,94138,{"Q0":"37"},"724",,,,,,,,,,
instructions,2,127741,0.0-2.0-0.0,33595,,,"[{""page_index"":0,""viewing_time"":15216},{""page_index"":1,""viewing_time"":8673},{""page_index"":2,""viewing_time"":7402},{""page_index"":3,""viewing_time"":2303}]",,,,,,,,,
two-choice,3,1,0.0-3.3-0.,800.694047764409,,,,,,,0,0,trial,,0,0
two-choice,4,1,0.0-3.4-0.,1605.33156519523,,,,,,,1,1,trial,,1,1
two-choice,5,1,0.0-3.5-0.,1140.22741420195,,,,,,,1,0,trial,,0,1
two-choice,6,1,0.0-3.6-0.,1114.78631099453,,,,,,,0,0,trial,,0,1
two-choice,7,1,0.0-3.7-0.,1055.65840180498,,,,,,,1,0,trial,,0,1
two-choice,8,1,0.0-3.8-0.,1199.70494374866,,,,,,,1,0,trial,,0,1
two-choice,9,1,0.0-3.9-0.,600.507461640518,,,,,,,0,1,trial,,1,2
two-choice,10,1,0.0-3.10-0.,755.294957547449,,,,,,,0,1,trial,,1,3
two-choice,11,1,0.0-3.11-0.,725.093384506181,,,,,,,0,0,trial,,0,3
two-choice,12,1,0.0-3.12-0.,660.230383800808,,,,,,,0,0,trial,,0,3
two-choice,13,1,0.0-3.13-0.,660.57378705591,,,,,,,1,0,trial,,0,3
two-choice,14,1,0.0-3.14-0.,935.59157900745,,,,,,,1,1,trial,,1,4
two-choice,15,1,0.0-3.15-0.,579.71199468011,,,,,,,1,1,trial,,1,5
two-choice,16,1,0.0-3.16-0.,645.250099245459,,,,,,,1,0,trial,,0,5
two-choice,17,1,0.0-3.17-0.,554.886750003789,,,,,,,1,1,trial,,1,6
two-choice,18,1,0.0-3.18-0.,845.071705116425,,,,,,,1,0,trial,,0,6
two-choice,19,1,0.0-3.19-0.,530.396863061469,,,,,,,0,1,trial,,1,7
