trial_type,trial_index,time_elapsed,internal_node_id,rt,responses,partNum,view_history,key_press,images,key_choice,image_i_chosen,feedback_correct,phase,correct_stim,correct,score
pavlovia,0,5,0.0-0.0,,,,,,,,,,,,,
survey-text,1,94144,0.0-1.0,94138,{"Q0":"43"},"744",,,,,,,,,,
instructions,2,127741,0.0-2.0-0.0,33595,,,"[{""page_index"":0,""viewing_time"":15216},{""page_index"":1,""viewing_time"":8673},{""page_index"":2,""viewing_time"":7402},{""page_index"":3,""viewing_time"":2303}]",,,,,,,,,
two-choice,3,1,0.0-3.3-0.,28498.6014488422,,,,,,,1,1,trial,,1,1
two-choice,4,1,0.0-3.4-0.,1940.26348184707,,,,,,,1,1,trial,,1,2
two-choice,5,1,0.0-3.5-0.,1057.01759946714,,,,,,,1,0,trial,,0,2
two-choice,6,1,0.0-3.6-0.,1015.50118724481,,,,,,,0,0,trial,,0,2
two-choice,7,1,0.0-3.7-0.,635.38355559831,,,,,,,1,0,trial,,0,2
two-choice,8,1,0.0-3.8-0.,495.601793574679,,,,,,,1,0,trial,,0,2
two-choice,9,1,0.0-3.9-0.,595.814791135126,,,,,,,0,1,trial,,1,3
two-choice,10,1,0.0-3.10-0.,1166.01282211377,,,,,,,1,0,trial,,0,3
two-choice,11,1,0.0-3.11-0.,856.030131186344,,,,,,,0,0,trial,,0,3
two-choice,12,1,0.0-3.12-0.,1197.59327246538,,,,,,,1,1,trial,,1,4
two-choice,13,1,0.0-3.13-0.,831.2939179159,,,,,,,1,0,trial,,0,4
two-choice,14,1,0.0-3.14-0.,1141.50300931578,,,,,,,1,1,trial,,1,5
two-choice,15,1,0.0-3.15-0.,3502.00228573885,,,,,,,1,1,trial,,1,6
two-choice,16,1,0.0-3.16-0.,1220.87810779885,,,,,,,0,1,trial,,1,7
two-choice,17,1,0.0-3.17-0.,920.787607985403,,,,,,,0,0,trial,,0,7
two-choice,18,1,0.0-3.18-0.,846.79299209165,,,,,,,1,0,trial,,0,7
two-choice,19,1,0.0-3.19-0.,552.354957293574,,,,,,,0,1,trial,,1,8
two-choice,20,1,0.0-3.20-0.,740.926020174811,,,,,,,1,1,trial,,1,9
two-choice,21,1,0.0-3.21-0.,2191.24047533296,,,,,,,0,0,trial,,0,9
two-choice,22,1,0.0-3.22-0.,1380.61963695145,,,,,,,1,1,trial,,1,10
two-choice,23,1,0.0-3.23-0.,2026.00435775639,,,,,,,1,0,trial,,0,10
two-choice,24,1,0.0-3.24-0.,861.313110639458,,,,,,,1,0,trial,,0,10
two-choice,25,1,0.0-3.25-0.,677.335562320877,,,,,,,1,1,trial,,1,11
two-choice,26,1,0.0-3.26-0.,3021.24481618375,,,,,,,1,1,trial,,1,12
two-choice,27,1,0.0-3.27-0.,1066.40084233004,,,,,,,0,1,trial,,1,13
two-choice,28,1,0.0-3.28-0.,2286.44730574342,,,,,,,1,1,trial,,1,14
two-choice,29,1,0.0-3.29-0.,1205.92028167812,,,,,,,0,0,trial,,0,14
two-choice,30,1,0.0-3.30-0.,340.549169050064,,,,,,,0,1,trial,,1,15
two-choice,31,1,0.0-3.31-0.,805.652706512774,,,,,,,1,0,trial,,0,15
two-choice,32,1,0.0-3.32-0.,401.274302581442,,,,,,,0,1,trial,,1,16
two-choice,33,1,0.0-3.33-0.,586.828503759534,,,,,,,0,0,trial,,0,16
two-choice,34,1,0.0-3.34-0.,670.809493363777,,,,,,,0,1,trial,,1,17
two-choice,35,1,0.0-3.35-0.,1331.94081952206,,,,,,,1,0,trial,,0,17
two-choice,36,1,0.0-3.36-0.,652.27846412381,,,,,,,1,0,trial,,0,17
two-choice,37,1,0.0-3.37-0.,1275.86897027686,,,,,,,1,0,trial,,0,17
two-choice,38,1,0.0-3.38-0.,565.785033057182,,,,,,,0,0,trial,,0,17
two-choice,39,1,0.0-3.39-0.,896.407296253528,,,,,,,1,1,trial,,1,18
two-choice,40,1,0.0-3.40-0.,1441.06312829899,,,,,,,1,1,trial,,1,19
two-choice,41,1,0.0-3.41-0.,1710.42534912522,,,,,,,1,1,trial,,1,20
two-choice,42,1,0.0-3.42-0.,1241.12555445572,,,,,,,1,0,trial,,0,20
two-choice,43,1,0.0-3.43-0.,300.414101549904,,,,,,,0,0,trial,,0,20
two-choice,44,1,0.0-3.44-0.,235.913211945444,,,,,,,1,1,trial,,1,21
two-choice,45,1,0.0-3.45-0.,881.078475233153,,,,,,,1,1,trial,,1,22
two-choice,46,1,0.0-3.46-0.,2566.48264836622,,,,,,,1,1,trial,,1,23
