trial_type,trial_index,time_elapsed,internal_node_id,rt,responses,partNum,view_history,key_press,images,key_choice,image_i_chosen,feedback_correct,phase,correct_stim,correct,score
pavlovia,0,5,0.0-0.0,,,,,,,,,,,,,
survey-text,1,94144,0.0-1.0,94138,{"Q0":"31"},"712",,,,,,,,,,
instructions,2,127741,0.0-2.0-0.0,33595,,,"[{""page_index"":0,""viewing_time"":15216},{""page_index"":1,""viewing_time"":8673},{""page_index"":2,""viewing_time"":7402},{""page_index"":3,""viewing_time"":2303}]",,,,,,,,,
two-choice,3,1,0.0-3.3-0.,783.662423491478,,,,,,,0,0,trial,,0,0
two-choice,4,1,0.0-3.4-0.,1346.97614912875,,,,,,,1,1,trial,,1,1
two-choice,5,1,0.0-3.5-0.,1117.29287391063,,,,,,,1,0,trial,,0,1
two-choice,6,1,0.0-3.6-0.,1297.12660529185,,,,,,,1,1,trial,,1,2
two-choice,7,1,0.0-3.7-0.,1318.40639049187,,,,,,,1,0,trial,,0,2
two-choice,8,1,0.0-3.8-0.,866.478429525159,,,,,,,0,1,trial,,1,3
two-choice,9,1,0.0-3.9-0.,739.61941577727,,,,,,,0,1,trial,,1,4
two-choice,10,1,0.0-3.10-0.,258.356942154933,,,,,,,0,1,trial,,1,5
two-choice,11,1,0.0-3.11-0.,427.8876936296,,,,,,,0,0,trial,,0,5
two-choice,12,1,0.0-3.12-0.,467.684894916601,,,,,,,0,0,trial,,0,5
two-choice,13,1,0.0-3.13-0.,395.62238601502,,,,,,,1,0,trial,,0,5
two-choice,14,1,0.0-3.14-0.,394.313828379381,,,,,,,1,1,trial,,1,6
two-choice,15,1,0.0-3.15-0.,476.52614209801,,,,,,,1,1,trial,,1,7
two-choice,16,1,0.0-3.16-0.,519.019366009161,,,,,,,1,0,trial,,0,7
two-choice,17,1,0.0-3.17-0.,499.773201940116,,,,,,,0,0,trial,,0,7
two-choice,18,1,0.0-3.18-0.,507.964806514792,,,,,,,0,1,trial,,1,8
two-choice,19,1,0.0-3.19-0.,491.161811747588,,,,,,,0,1,trial,,1,9
two-choice,20,1,0.0-3.20-0.,668.352890410461,,,,,,,0,0,trial,,0,9
two-choice,21,1,0.0-3.21-0.,471.232948941179,,,,,,,0,0,trial,,0,9
two-choice,22,1,0.0-3.22-0.,737.786269339267,,,,,,,1,1,trial,,1,10
two-choice,23,1,0.0-3.23-0.,463.199018326122,,,,,,,1,0,trial,,0,10
two-choice,24,1,0.0-3.24-0.,687.170228280593,,,,,,,0,1,trial,,1,11
two-choice,25,1,0.0-3.25-0.,652.894837781787,,,,,,,0,0,trial,,0,11
two-choice,26,1,0.0-3.26-0.,553.255793056451,,,,,,,1,1,trial,,1,12
two-choice,27,1,0.0-3.27-0.,1008.39631416602,,,,,,,1,0,trial,,0,12
two-choice,28,1,0.0-3.28-0.,808.674544037785,,,,,,,1,1,trial,,1,13
two-choice,29,1,0.0-3.29-0.,829.323091951665,,,,,,,1,1,trial,,1,14
two-choice,30,1,0.0-3.30-0.,606.547024915926,,,,,,,1,0,trial,,0,14
two-choice,31,1,0.0-3.31-0.,485.932512092404,,,,,,,0,1,trial,,1,15
two-choice,32,1,0.0-3.32-0.,469.57840846153,,,,,,,0,1,trial,,1,16
two-choice,33,1,0.0-3.33-0.,521.030531323049,,,,,,,0,0,trial,,0,16
two-choice,34,1,0.0-3.34-0.,761.57085574232,,,,,,,0,1,trial,,1,17
two-choice,35,1,0.0-3.35-0.,658.244701859076,,,,,,,0,1,trial,,1,18
two-choice,36,1,0.0-3.36-0.,724.571364582516,,,,,,,0,1,trial,,1,19
two-choice,37,1,0.0-3.37-0.,666.311542969197,,,,,,,0,1,trial,,1,20
two-choice,38,1,0.0-3.38-0.,544.699448044412,,,,,,,0,0,trial,,0,20
two-choice,39,1,0.0-3.39-0.,519.328974885866,,,,,,,1,1,trial,,1,21
two-choice,40,1,0.0-3.40-0.,580.751381115988,,,,,,,1,1,trial,,1,22
two-choice,41,1,0.0-3.41-0.,578.532583604101,,,,,,,1,1,trial,,1,23
two-choice,42,1,0.0-3.42-0.,580.834093503654,,,,,,,1,0,trial,,0,23
two-choice,43,1,0.0-3.43-0.,543.066729616839,,,,,,,1,1,trial,,1,24
two-choice,44,1,0.0-3.44-0.,1326.84050634271,,,,,,,0,0,trial,,0,24
two-choice,45,1,0.0-3.45-0.,533.461331273429,,,,,,,0,0,trial,,0,24
