trial_type,trial_index,time_elapsed,internal_node_id,rt,responses,partNum,view_history,key_press,images,key_choice,image_i_chosen,feedback_correct,phase,correct_stim,correct,score
pavlovia,0,5,0.0-0.0,,,,,,,,,,,,,
survey-text,1,94144,0.0-1.0,94138,{"Q0":"40"},"732",,,,,,,,,,
instructions,2,127741,0.0-2.0-0.0,33595,,,"[{""page_index"":0,""viewing_time"":15216},{""page_index"":1,""viewing_time"":8673},{""page_index"":2,""viewing_time"":7402},{""page_index"":3,""viewing_time"":2303}]",,,,,,,,,
two-choice,3,1,0.0-3.3-0.,845.598743762821,,,,,,,1,0,trial,,0,0
two-choice,4,1,0.0-3.4-0.,514.848461782094,,,,,,,0,1,trial,,1,1
two-choice,5,1,0.0-3.5-0.,390.569436654914,,,,,,,0,0,trial,,0,1
two-choice,6,1,0.0-3.6-0.,354.657830437645,,,,,,,0,0,trial,,0,1
two-choice,7,1,0.0-3.7-0.,350.201792491134,,,,,,,0,0,trial,,0,1
two-choice,8,1,0.0-3.8-0.,280.43929184787,,,,,,,1,1,trial,,1,2
two-choice,9,1,0.0-3.9-0.,405.474581755698,,,,,,,1,0,trial,,0,2
two-choice,10,1,0.0-3.10-0.,254.912064119708,,,,,,,0,1,trial,,1,3
two-choice,11,1,0.0-3.11-0.,155.155326880049,,,,,,,1,0,trial,,0,3
two-choice,12,1,0.0-3.12-0.,230.045653821435,,,,,,,1,0,trial,,0,3
two-choice,13,1,0.0-3.13-0.,260.231516498607,,,,,,,0,0,trial,,0,3
two-choice,14,1,0.0-3.14-0.,259.967482066713,,,,,,,0,1,trial,,1,4
two-choice,15,1,0.0-3.15-0.,299.721849616617,,,,,,,0,1,trial,,1,5
two-choice,16,1,0.0-3.16-0.,295.080768235493,,,,,,,0,0,trial,,0,5
two-choice,17,1,0.0-3.17-0.,285.359767032787,,,,,,,0,1,trial,,1,6
two-choice,18,1,0.0-3.18-0.,329.679150658194,,,,,,,0,1,trial,,1,7
two-choice,19,1,0.0-3.19-0.,259.661757969297,,,,,,,1,1,trial,,1,8
two-choice,20,1,0.0-3.20-0.,300.396929262206,,,,,,,1,1,trial,,1,9
