trial_type,trial_index,time_elapsed,internal_node_id,rt,responses,partNum,view_history,key_press,images,key_choice,image_i_chosen,feedback_correct,phase,correct_stim,correct,score
pavlovia,0,5,0.0-0.0,,,,,,,,,,,,,
survey-text,1,94144,0.0-1.0,94138,{"Q0":"33"},"716",,,,,,,,,,
instructions,2,127741,0.0-2.0-0.0,33595,,,"[{""page_index"":0,""viewing_time"":15216},{""page_index"":1,""viewing_time"":8673},{""page_index"":2,""viewing_time"":7402},{""page_index"":3,""viewing_time"":2303}]",,,,,,,,,
two-choice,3,1,0.0-3.3-0.,341.160201815001,,,,,,,1,1,trial,,1,1
two-choice,4,1,0.0-3.4-0.,627.031026337136,,,,,,,1,1,trial,,1,2
two-choice,5,1,0.0-3.5-0.,545.948754110213,,,,,,,1,0,trial,,0,2
two-choice,6,1,0.0-3.6-0.,706.072687997221,,,,,,,0,0,trial,,0,2
two-choice,7,1,0.0-3.7-0.,410.601334124294,,,,,,,1,0,trial,,0,2
two-choice,8,1,0.0-3.8-0.,381.365059796735,,,,,,,0,1,trial,,1,3
two-choice,9,1,0.0-3.9-0.,711.272924418154,,,,,,,0,1,trial,,1,4
two-choice,10,1,0.0-3.10-0.,582.754003189621,,,,,,,0,1,trial,,1,5
two-choice,11,1,0.0-3.11-0.,1156.00256465041,,,,,,,0,0,trial,,0,5
two-choice,12,1,0.0-3.12-0.,355.708909923123,,,,,,,0,0,trial,,0,5
two-choice,13,1,0.0-3.13-0.,621.171515733295,,,,,,,1,0,trial,,0,5
two-choice,14,1,0.0-3.14-0.,826.018931795261,,,,,,,0,0,trial,,0,5
two-choice,15,1,0.0-3.15-0.,325.923542306555,,,,,,,0,0,trial,,0,5
two-choice,16,1,0.0-3.16-0.,836.678707073588,,,,,,,1,0,trial,,0,5
two-choice,17,1,0.0-3.17-0.,601.037390868441,,,,,,,1,1,trial,,1,6
two-choice,18,1,0.0-3.18-0.,483.497014851309,,,,,,,1,0,trial,,0,6
two-choice,19,1,0.0-3.19-0.,435.807704450781,,,,,,,1,0,trial,,0,6
two-choice,20,1,0.0-3.20-0.,310.999615421679,,,,,,,1,1,trial,,1,7
two-choice,21,1,0.0-3.21-0.,456.424814065031,,,,,,,1,1,trial,,1,8
two-choice,22,1,0.0-3.22-0.,432.973791437689,,,,,,,1,1,trial,,1,9
two-choice,23,1,0.0-3.23-0.,537.178354796197,,,,,,,1,0,trial,,0,9
two-choice,24,1,0.0-3.24-0.,536.268834141083,,,,,,,1,0,trial,,0,9
two-choice,25,1,0.0-3.25-0.,426.625862506626,,,,,,,1,1,trial,,1,10
two-choice,26,1,0.0-3.26-0.,596.47650550869,,,,,,,1,1,trial,,1,11
two-choice,27,1,0.0-3.27-0.,626.001665090371,,,,,,,1,0,trial,,0,11
two-choice,28,1,0.0-3.28-0.,565.890288808077,,,,,,,1,1,trial,,1,12
two-choice,29,1,0.0-3.29-0.,430.736968315614,,,,,,,1,1,trial,,1,13
two-choice,30,1,0.0-3.30-0.,400.885794029818,,,,,,,1,0,trial,,0,13
two-choice,31,1,0.0-3.31-0.,727.43872583851,,,,,,,1,0,trial,,0,13
two-choice,32,1,0.0-3.32-0.,446.166217992868,,,,,,,1,0,trial,,0,13
two-choice,33,1,0.0-3.33-0.,372.453387444693,,,,,,,0,0,trial,,0,13
two-choice,34,1,0.0-3.34-0.,346.289801716921,,,,,,,1,0,trial,,0,13
two-choice,35,1,0.0-3.35-0.,985.838887154387,,,,,,,1,0,trial,,0,13
two-choice,36,1,0.0-3.36-0.,656.11516046738,,,,,,,1,0,trial,,0,13
two-choice,37,1,0.0-3.37-0.,1602.66021962525,,,,,,,0,1,trial,,1,14
two-choice,38,1,0.0-3.38-0.,495.350668057654,,,,,,,0,0,trial,,0,14
two-choice,39,1,0.0-3.39-0.,410.552431920223,,,,,,,1,1,trial,,1,15
two-choice,40,1,0.0-3.40-0.,406.269866522052,,,,,,,1,1,trial,,1,16
two-choice,41,1,0.0-3.41-0.,525.960128401493,,,,,,,1,1,trial,,1,17
two-choice,42,1,0.0-3.42-0.,400.412167109607,,,,,,,1,0,trial,,0,17
two-choice,43,1,0.0-3.43-0.,356.918182986192,,,,,,,1,1,trial,,1,18
two-choice,44,1,0.0-3.44-0.,586.32205302456,,,,,,,1,1,trial,,1,19
two-choice,45,1,0.0-3.45-0.,472.585181907561,,,,,,,1,1,trial,,1,20
two-choice,46,1,0.0-3.46-0.,397.428226955526,,,,,,,1,1,trial,,1,21
two-choice,47,1,0.0-3.47-0.,480.917272561783,,,,,,,1,0,trial,,0,21
two-choice,48,1,0.0-3.48-0.,722.223698008747,,,,,,,1,1,trial,,1,22
two-choice,49,1,0.0-3.49-0.,451.033194936826,,,,,,,1,1,trial,,1,23
two-choice,50,1,0.0-3.50-0.,472.544731934249,,,,,,,1,1,trial,,1,24
two-choice,51,1,0.0-3.51-0.,490.508142218459,,,,,,,1,1,trial,,1,25
two-choice,52,1,0.0-3.52-0.,435.685750802804,,,,,,,1,1,trial,,1,26
two-choice,53,1,0.0-3.53-0.,422.776172190424,,,,,,,1,0,trial,,0,26
two-choice,54,1,0.0-3.54-0.,866.747526362815,,,,,,,1,1,trial,,1,27
two-choice,55,1,0.0-3.55-0.,440.61762882302,,,,,,,1,1,trial,,1,28
two-choice,56,1,0.0-3.56-0.,481.837056642689,,,,,,,1,0,trial,,0,28
