trial_type,trial_index,time_elapsed,internal_node_id,rt,responses,partNum,view_history,key_press,images,key_choice,image_i_chosen,feedback_correct,phase,correct_stim,correct,score
pavlovia,0,5,0.0-0.0,,,,,,,,,,,,,
survey-text,1,94144,0.0-1.0,94138,{"Q0":"16"},"731",,,,,,,,,,
instructions,2,127741,0.0-2.0-0.0,33595,,,"[{""page_index"":0,""viewing_time"":15216},{""page_index"":1,""viewing_time"":8673},{""page_index"":2,""viewing_time"":7402},{""page_index"":3,""viewing_time"":2303}]",,,,,,,,,
two-choice,3,1,0.0-3.3-0.,2512.33210053761,,,,,,,0,0,trial,,0,0
two-choice,4,1,0.0-3.4-0.,2123.16358648241,,,,,,,1,1,trial,,1,1
two-choice,5,1,0.0-3.5-0.,1097.99133229535,,,,,,,1,0,trial,,0,1
two-choice,6,1,0.0-3.6-0.,1057.60641768575,,,,,,,0,0,trial,,0,1
two-choice,7,1,0.0-3.7-0.,590.904215001501,,,,,,,1,0,trial,,0,1
two-choice,8,1,0.0-3.8-0.,756.993586895987,,,,,,,1,0,trial,,0,1
two-choice,9,1,0.0-3.9-0.,552.646826021373,,,,,,,0,1,trial,,1,2
two-choice,10,1,0.0-3.10-0.,875.896318699233,,,,,,,0,1,trial,,1,3
two-choice,11,1,0.0-3.11-0.,1222.68533078022,,,,,,,0,0,trial,,0,3
two-choice,12,1,0.0-3.12-0.,802.456289064139,,,,,,,0,0,trial,,0,3
two-choice,13,1,0.0-3.13-0.,900.959803489968,,,,,,,0,1,trial,,1,4
two-choice,14,1,0.0-3.14-0.,792.379511287436,,,,,,,0,0,trial,,0,4
two-choice,15,1,0.0-3.15-0.,862.445164704695,,,,,,,0,0,trial,,0,4
two-choice,16,1,0.0-3.16-0.,887.575527885929,,,,,,,1,0,trial,,0,4
two-choice,17,1,0.0-3.17-0.,745.695451973006,,,,,,,0,0,trial,,0,4
two-choice,18,1,0.0-3.18-0.,665.791730280034,,,,,,,0,1,trial,,1,5
two-choice,19,1,0.0-3.19-0.,667.553080478683,,,,,,,0,1,trial,,1,6
two-choice,20,1,0.0-3.20-0.,682.315645855851,,,,,,,0,0,trial,,0,6
two-choice,21,1,0.0-3.21-0.,722.424107952975,,,,,,,0,0,trial,,0,6
two-choice,22,1,0.0-3.22-0.,641.196393873543,,,,,,,0,0,trial,,0,6
two-choice,23,1,0.0-3.23-0.,853.649670141749,,,,,,,0,0,trial,,0,6
two-choice,24,1,0.0-3.24-0.,751.083131064661,,,,,,,1,0,trial,,0,6
two-choice,25,1,0.0-3.25-0.,512.5065803295,,,,,,,1,1,trial,,1,7
two-choice,26,1,0.0-3.26-0.,650.936793419532,,,,,,,1,1,trial,,1,8
two-choice,27,1,0.0-3.27-0.,517.432070453651,,,,,,,1,1,trial,,1,9
two-choice,28,1,0.0-3.28-0.,541.13348852843,,,,,,,1,1,trial,,1,10
two-choice,29,1,0.0-3.29-0.,661.309226299636,,,,,,,1,1,trial,,1,11
two-choice,30,1,0.0-3.30-0.,570.635443553329,,,,,,,1,1,trial,,1,12
two-choice,31,1,0.0-3.31-0.,462.424306664616,,,,,,,1,1,trial,,1,13
two-choice,32,1,0.0-3.32-0.,580.845646793023,,,,,,,1,0,trial,,0,13
two-choice,33,1,0.0-3.33-0.,411.952350870706,,,,,,,0,0,trial,,0,13
two-choice,34,1,0.0-3.34-0.,527.375422534533,,,,,,,1,0,trial,,0,13
